Litter_Bag_ID,Plot_ID,Microbe_Origin,Litter_Origin,Collection_Date,Lab_Group
12HRA1A,G08RXN,XX,XX,2012-03-05,Steve Allison
12HRA1B,G08RXN,XN,XX,2012-03-05,Steve Allison
12HRB1A,G08RXN,XX,XN,2012-03-05,Steve Allison
12HRB1B,G08RXN,XN,XN,2012-03-05,Steve Allison
12JRA1A,G11RRX,XX,XX,2012-03-05,Steve Allison
12JRA1C,G11RRX,RX,XX,2012-03-05,Steve Allison
12JRC1A,G11RRX,XX,RX,2012-03-05,Steve Allison
12JRC1C,G11RRX,RX,RX,2012-03-05,Steve Allison
12KLA1A,G12LXN,XX,XX,2012-03-05,Steve Allison
12KLA1B,G12LXN,XN,XX,2012-03-05,Steve Allison
12KLB1A,G12LXN,XX,XN,2012-03-05,Steve Allison
12KLB1B,G12LXN,XN,XN,2012-03-05,Steve Allison
12KRA1A,G12RXX,XX,XX,2012-03-05,Steve Allison
12KRA1B,G12RXX,XN,XX,2012-03-05,Steve Allison
12KRA1C,G12RXX,RX,XX,2012-03-05,Steve Allison
12KRB1A,G12RXX,XX,XN,2012-03-05,Steve Allison
12KRB1B,G12RXX,XN,XN,2012-03-05,Steve Allison
12KRC1A,G12RXX,XX,RX,2012-03-05,Steve Allison
12KRC1C,G12RXX,RX,RX,2012-03-05,Steve Allison
12MRA1A,G14RRX,XX,XX,2012-03-05,Steve Allison
12MRA1C,G14RRX,RX,XX,2012-03-05,Steve Allison
12MRC1A,G14RRX,XX,RX,2012-03-05,Steve Allison
12MRC1C,G14RRX,RX,RX,2012-03-05,Steve Allison
12NRA1A,G15RRX,XX,XX,2012-03-05,Steve Allison
12NRA1C,G15RRX,RX,XX,2012-03-05,Steve Allison
12NRC1A,G15RRX,XX,RX,2012-03-05,Steve Allison
12NRC1C,G15RRX,RX,RX,2012-03-05,Steve Allison
12OLA1A,G16LXN,XX,XX,2012-03-05,Steve Allison
12OLA1B,G16LXN,XN,XX,2012-03-05,Steve Allison
12OLB1A,G16LXN,XX,XN,2012-03-05,Steve Allison
12OLB1B,G16LXN,XN,XN,2012-03-05,Steve Allison
12ORA1A,G16RXX,XX,XX,2012-03-05,Steve Allison
12ORA1B,G16RXX,XN,XX,2012-03-05,Steve Allison
12ORA1C,G16RXX,RX,XX,2012-03-05,Steve Allison
12ORB1A,G16RXX,XX,XN,2012-03-05,Steve Allison
12ORB1B,G16RXX,XN,XN,2012-03-05,Steve Allison
12ORC1A,G16RXX,XX,RX,2012-03-05,Steve Allison
12ORC1C,G16RXX,RX,RX,2012-03-05,Steve Allison
12QLA1A,G18LXN,XX,XX,2012-03-05,Steve Allison
12QLA1B,G18LXN,XN,XX,2012-03-05,Steve Allison
12QLB1A,G18LXN,XX,XN,2012-03-05,Steve Allison
12QLB1B,G18LXN,XN,XN,2012-03-05,Steve Allison
12QRA1A,G18RXX,XX,XX,2012-03-05,Steve Allison
12QRA1B,G18RXX,XN,XX,2012-03-05,Steve Allison
12QRA1C,G18RXX,RX,XX,2012-03-05,Steve Allison
12QRB1A,G18RXX,XX,XN,2012-03-05,Steve Allison
12QRB1B,G18RXX,XN,XN,2012-03-05,Steve Allison
12QRC1A,G18RXX,XX,RX,2012-03-05,Steve Allison
12QRC1C,G18RXX,RX,RX,2012-03-05,Steve Allison
12RLA1A,G19LXX,XX,XX,2012-03-05,Steve Allison
12RLA1B,G19LXX,XN,XX,2012-03-05,Steve Allison
12RLA1C,G19LXX,RX,XX,2012-03-05,Steve Allison
12RLB1A,G19LXX,XX,XN,2012-03-05,Steve Allison
12RLB1B,G19LXX,XN,XN,2012-03-05,Steve Allison
12RLC1A,G19LXX,XX,RX,2012-03-05,Steve Allison
12RLC1C,G19LXX,RX,RX,2012-03-05,Steve Allison
12RRA1A,G19RXN,XX,XX,2012-03-05,Steve Allison
12RRA1B,G19RXN,XN,XX,2012-03-05,Steve Allison
12RRB1A,G19RXN,XX,XN,2012-03-05,Steve Allison
12RRB1B,G19RXN,XN,XN,2012-03-05,Steve Allison
12SLA1A,G20LRX,XX,XX,2012-03-05,Steve Allison
12SLA1C,G20LRX,RX,XX,2012-03-05,Steve Allison
12SLC1A,G20LRX,XX,RX,2012-03-05,Steve Allison
12SLC1C,G20LRX,RX,RX,2012-03-05,Steve Allison
12TLA1A,G21LRX,XX,XX,2012-03-05,Steve Allison
12TLA1C,G21LRX,RX,XX,2012-03-05,Steve Allison
12TLC1A,G21LRX,XX,RX,2012-03-05,Steve Allison
12TLC1C,G21LRX,RX,RX,2012-03-05,Steve Allison
12ULA1A,G22LXX,XX,XX,2012-03-05,Steve Allison
12ULA1B,G22LXX,XN,XX,2012-03-05,Steve Allison
12ULA1C,G22LXX,RX,XX,2012-03-05,Steve Allison
12ULB1A,G22LXX,XX,XN,2012-03-05,Steve Allison
12ULB1B,G22LXX,XN,XN,2012-03-05,Steve Allison
12ULC1A,G22LXX,XX,RX,2012-03-05,Steve Allison
12ULC1C,G22LXX,RX,RX,2012-03-05,Steve Allison
12URA1A,G22RXN,XX,XX,2012-03-05,Steve Allison
12URA1B,G22RXN,XN,XX,2012-03-05,Steve Allison
12URB1A,G22RXN,XX,XN,2012-03-05,Steve Allison
12URB1B,G22RXN,XN,XN,2012-03-05,Steve Allison
12ALA2A,G01LXN,XX,XX,2012-06-04,Steve Allison
12ALA2B,G01LXN,XN,XX,2012-06-04,Steve Allison
12ALB2A,G01LXN,XX,XN,2012-06-04,Steve Allison
12ALB2B,G01LXN,XN,XN,2012-06-04,Steve Allison
12ARA2A,G01RXX,XX,XX,2012-06-04,Steve Allison
12ARA2B,G01RXX,XN,XX,2012-06-04,Steve Allison
12ARA2C,G01RXX,RX,XX,2012-06-04,Steve Allison
12ARB2A,G01RXX,XX,XN,2012-06-04,Steve Allison
12ARB2B,G01RXX,XN,XN,2012-06-04,Steve Allison
12ARC2A,G01RXX,XX,RX,2012-06-04,Steve Allison
12ARC2C,G01RXX,RX,RX,2012-06-04,Steve Allison
12CLA2A,G03LRX,XX,XX,2012-06-04,Steve Allison
12CLA2C,G03LRX,RX,XX,2012-06-04,Steve Allison
12CLC2A,G03LRX,XX,RX,2012-06-04,Steve Allison
12CLC2C,G03LRX,RX,RX,2012-06-04,Steve Allison
12DLA2A,G04LXX,XX,XX,2012-06-04,Steve Allison
12DLA2B,G04LXX,XN,XX,2012-06-04,Steve Allison
12DLA2C,G04LXX,RX,XX,2012-06-04,Steve Allison
12DLB2A,G04LXX,XX,XN,2012-06-04,Steve Allison
12DLB2B,G04LXX,XN,XN,2012-06-04,Steve Allison
12DLC2A,G04LXX,XX,RX,2012-06-04,Steve Allison
12DLC2C,G04LXX,RX,RX,2012-06-04,Steve Allison
12DRA2A,G04RXN,XX,XX,2012-06-04,Steve Allison
12DRA2B,G04RXN,XN,XX,2012-06-04,Steve Allison
12DRB2A,G04RXN,XX,XN,2012-06-04,Steve Allison
12DRB2B,G04RXN,XN,XN,2012-06-04,Steve Allison
12ERA2A,G05RRX,XX,XX,2012-06-04,Steve Allison
12ERA2C,G05RRX,RX,XX,2012-06-04,Steve Allison
12ERC2A,G05RRX,XX,RX,2012-06-04,Steve Allison
12ERC2C,G05RRX,RX,RX,2012-06-04,Steve Allison
12GLA2A,G07LRX,XX,XX,2012-06-04,Steve Allison
12GLA2C,G07LRX,RX,XX,2012-06-04,Steve Allison
12GLC2A,G07LRX,XX,RX,2012-06-04,Steve Allison
12GLC2C,G07LRX,RX,RX,2012-06-04,Steve Allison
12HLA2A,G08LXX,XX,XX,2012-06-04,Steve Allison
12HLA2B,G08LXX,XN,XX,2012-06-04,Steve Allison
12HLA2C,G08LXX,RX,XX,2012-06-04,Steve Allison
12HLB2A,G08LXX,XX,XN,2012-06-04,Steve Allison
12HLB2B,G08LXX,XN,XN,2012-06-04,Steve Allison
12HLC2A,G08LXX,XX,RX,2012-06-04,Steve Allison
12HLC2C,G08LXX,RX,RX,2012-06-04,Steve Allison
12HRA2A,G08RXN,XX,XX,2012-06-04,Steve Allison
12HRA2B,G08RXN,XN,XX,2012-06-04,Steve Allison
12HRB2A,G08RXN,XX,XN,2012-06-04,Steve Allison
12HRB2B,G08RXN,XN,XN,2012-06-04,Steve Allison
12JRA2A,G11RRX,XX,XX,2012-06-04,Steve Allison
12JRA2C,G11RRX,RX,XX,2012-06-04,Steve Allison
12JRC2A,G11RRX,XX,RX,2012-06-04,Steve Allison
12JRC2C,G11RRX,RX,RX,2012-06-04,Steve Allison
12KLA2A,G12LXN,XX,XX,2012-06-04,Steve Allison
12KLA2B,G12LXN,XN,XX,2012-06-04,Steve Allison
12KLB2A,G12LXN,XX,XN,2012-06-04,Steve Allison
12KLB2B,G12LXN,XN,XN,2012-06-04,Steve Allison
12KRA2A,G12RXX,XX,XX,2012-06-04,Steve Allison
12KRA2B,G12RXX,XN,XX,2012-06-04,Steve Allison
12KRA2C,G12RXX,RX,XX,2012-06-04,Steve Allison
12KRB2A,G12RXX,XX,XN,2012-06-04,Steve Allison
12KRB2B,G12RXX,XN,XN,2012-06-04,Steve Allison
12KRC2A,G12RXX,XX,RX,2012-06-04,Steve Allison
12KRC2C,G12RXX,RX,RX,2012-06-04,Steve Allison
12MRA2A,G14RRX,XX,XX,2012-06-04,Steve Allison
12MRA2C,G14RRX,RX,XX,2012-06-04,Steve Allison
12MRC2A,G14RRX,XX,RX,2012-06-04,Steve Allison
12MRC2C,G14RRX,RX,RX,2012-06-04,Steve Allison
12NRA2A,G15RRX,XX,XX,2012-06-04,Steve Allison
12NRA2C,G15RRX,RX,XX,2012-06-04,Steve Allison
12NRC2A,G15RRX,XX,RX,2012-06-04,Steve Allison
12NRC2C,G15RRX,RX,RX,2012-06-04,Steve Allison
12OLA2A,G16LXN,XX,XX,2012-06-04,Steve Allison
12OLA2B,G16LXN,XN,XX,2012-06-04,Steve Allison
12OLB2A,G16LXN,XX,XN,2012-06-04,Steve Allison
12OLB2B,G16LXN,XN,XN,2012-06-04,Steve Allison
12ORA2A,G16RXX,XX,XX,2012-06-04,Steve Allison
12ORA2B,G16RXX,XN,XX,2012-06-04,Steve Allison
12ORA2C,G16RXX,RX,XX,2012-06-04,Steve Allison
12ORB2A,G16RXX,XX,XN,2012-06-04,Steve Allison
12ORB2B,G16RXX,XN,XN,2012-06-04,Steve Allison
12ORC2A,G16RXX,XX,RX,2012-06-04,Steve Allison
12ORC2C,G16RXX,RX,RX,2012-06-04,Steve Allison
12QLA2A,G18LXN,XX,XX,2012-06-04,Steve Allison
12QLA2B,G18LXN,XN,XX,2012-06-04,Steve Allison
12QLB2A,G18LXN,XX,XN,2012-06-04,Steve Allison
12QLB2B,G18LXN,XN,XN,2012-06-04,Steve Allison
12QRA2A,G18RXX,XX,XX,2012-06-04,Steve Allison
12QRA2B,G18RXX,XN,XX,2012-06-04,Steve Allison
12QRA2C,G18RXX,RX,XX,2012-06-04,Steve Allison
12QRB2A,G18RXX,XX,XN,2012-06-04,Steve Allison
12QRB2B,G18RXX,XN,XN,2012-06-04,Steve Allison
12QRC2A,G18RXX,XX,RX,2012-06-04,Steve Allison
12QRC2C,G18RXX,RX,RX,2012-06-04,Steve Allison
12RLA2A,G19LXX,XX,XX,2012-06-04,Steve Allison
12RLA2B,G19LXX,XN,XX,2012-06-04,Steve Allison
12RLA2C,G19LXX,RX,XX,2012-06-04,Steve Allison
12RLB2A,G19LXX,XX,XN,2012-06-04,Steve Allison
12RLB2B,G19LXX,XN,XN,2012-06-04,Steve Allison
12RLC2A,G19LXX,XX,RX,2012-06-04,Steve Allison
12RLC2C,G19LXX,RX,RX,2012-06-04,Steve Allison
12RRA2A,G19RXN,XX,XX,2012-06-04,Steve Allison
12RRA2B,G19RXN,XN,XX,2012-06-04,Steve Allison
12RRB2A,G19RXN,XX,XN,2012-06-04,Steve Allison
12RRB2B,G19RXN,XN,XN,2012-06-04,Steve Allison
12SLA2A,G20LRX,XX,XX,2012-06-04,Steve Allison
12SLA2C,G20LRX,RX,XX,2012-06-04,Steve Allison
12SLC2A,G20LRX,XX,RX,2012-06-04,Steve Allison
12SLC2C,G20LRX,RX,RX,2012-06-04,Steve Allison
12TLA2A,G21LRX,XX,XX,2012-06-04,Steve Allison
12TLA2C,G21LRX,RX,XX,2012-06-04,Steve Allison
12TLC2A,G21LRX,XX,RX,2012-06-04,Steve Allison
12TLC2C,G21LRX,RX,RX,2012-06-04,Steve Allison
12ULA2A,G22LXX,XX,XX,2012-06-04,Steve Allison
12ULA2B,G22LXX,XN,XX,2012-06-04,Steve Allison
12ULA2C,G22LXX,RX,XX,2012-06-04,Steve Allison
12ULB2A,G22LXX,XX,XN,2012-06-04,Steve Allison
12ULB2B,G22LXX,XN,XN,2012-06-04,Steve Allison
12ULC2A,G22LXX,XX,RX,2012-06-04,Steve Allison
12ULC2C,G22LXX,RX,RX,2012-06-04,Steve Allison
12URA2A,G22RXN,XX,XX,2012-06-04,Steve Allison
12URA2B,G22RXN,XN,XX,2012-06-04,Steve Allison
12URB2A,G22RXN,XX,XN,2012-06-04,Steve Allison
12URB2B,G22RXN,XN,XN,2012-06-04,Steve Allison
