Litter_Bag_ID,Variable,Value,Protocol_ID,Units,Lab_Group
11DLB2A,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
11DLB2B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11DLB3A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11DLB3B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11DLC1A,HyphaeWeight,0.11,ProcessLitterbags,g,Steve Allison
11DLC1C,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11DLC2A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11DLC2C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11DLC3A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11DLC3C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11DRA1A,HyphaeWeight,0.12,ProcessLitterbags,g,Steve Allison
11DRA1B,HyphaeWeight,0.127,ProcessLitterbags,g,Steve Allison
11DRA2A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11DRA2B,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11DRA3A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11DRA3B,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11DRB1A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11DRB1B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11DRB2A,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
11DRB2B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11DRB3A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11DRB3B,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11ERA1A,HyphaeWeight,0.118,ProcessLitterbags,g,Steve Allison
11ERA1C,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11ERA2A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11ERA2C,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11ERA3A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11ERA3C,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11ERC1A,HyphaeWeight,0.118,ProcessLitterbags,g,Steve Allison
11ERC1C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11ERC2A,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11ERC2C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11ERC3A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11ERC3C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11GLA1A,HyphaeWeight,0.115,ProcessLitterbags,g,Steve Allison
11GLA1C,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11GLA2A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11GLA2C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11GLA3A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11GLA3C,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11GLC1A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11GLC1C,HyphaeWeight,0.123,ProcessLitterbags,g,Steve Allison
11GLC2A,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
11GLC2C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11GLC3A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11GLC3C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11HLA1A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11HLA1B,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11HLA1C,HyphaeWeight,0.121,ProcessLitterbags,g,Steve Allison
11HLA2A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11HLA2B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11HLA2C,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11HLA3A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11HLA3B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11HLA3C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11HLB1A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11HLB1B,HyphaeWeight,0.106,ProcessLitterbags,g,Steve Allison
11HLB2A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11HLB2B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11HLB3A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11HLB3B,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11HLC1A,HyphaeWeight,0.116,ProcessLitterbags,g,Steve Allison
11HLC1C,HyphaeWeight,0.114,ProcessLitterbags,g,Steve Allison
11HLC2A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11HLC2C,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11HLC3A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11HLC3C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11HRA1A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11HRA1B,HyphaeWeight,0.107,ProcessLitterbags,g,Steve Allison
11HRA2A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11HRA2B,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11HRA3A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11HRA3B,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11HRB1A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11HRB1B,HyphaeWeight,0.105,ProcessLitterbags,g,Steve Allison
11HRB2A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11HRB2B,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11HRB3A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11HRB3B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11JRA1A,HyphaeWeight,0.115,ProcessLitterbags,g,Steve Allison
11JRA1C,HyphaeWeight,0.11,ProcessLitterbags,g,Steve Allison
11JRA2A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11JRA2C,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
11JRA3A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11JRA3C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11JRC1A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11JRC1C,HyphaeWeight,0.109,ProcessLitterbags,g,Steve Allison
11JRC2A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11JRC2C,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
11JRC3A,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11JRC3C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11KLA1A,HyphaeWeight,0.112,ProcessLitterbags,g,Steve Allison
11KLA1B,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11KLA2A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11KLA2B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11KLA3A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11KLA3B,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11KLB1A,HyphaeWeight,0.113,ProcessLitterbags,g,Steve Allison
11KLB1B,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11KLB2A,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
11KLB2B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11KLB3A,HyphaeWeight,0.108,ProcessLitterbags,g,Steve Allison
11KLB3B,HyphaeWeight,0.105,ProcessLitterbags,g,Steve Allison
11KRA1A,HyphaeWeight,0.108,ProcessLitterbags,g,Steve Allison
11KRA1B,HyphaeWeight,0.109,ProcessLitterbags,g,Steve Allison
11KRA1C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11KRA2A,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
11KRA2B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11KRA2C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11KRA3A,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11KRA3B,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11KRA3C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11KRB1A,HyphaeWeight,0.116,ProcessLitterbags,g,Steve Allison
11KRB1B,HyphaeWeight,0.114,ProcessLitterbags,g,Steve Allison
11KRB2A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11KRB2B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11KRB3A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11KRB3B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11KRC1A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11KRC1C,HyphaeWeight,0.105,ProcessLitterbags,g,Steve Allison
11KRC2A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11KRC2C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11KRC3A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11KRC3C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11MRA1A,HyphaeWeight,0.106,ProcessLitterbags,g,Steve Allison
11MRA1C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11MRA2A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11MRA2C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11MRA3A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11MRA3C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11MRC1A,HyphaeWeight,0.105,ProcessLitterbags,g,Steve Allison
11MRC1C,HyphaeWeight,0.108,ProcessLitterbags,g,Steve Allison
11MRC2A,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
11MRC2C,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
11MRC3A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11MRC3C,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11NRA1A,HyphaeWeight,0.121,ProcessLitterbags,g,Steve Allison
11NRA1C,HyphaeWeight,0.124,ProcessLitterbags,g,Steve Allison
11NRA2A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11NRA2C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11NRA3A,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11NRA3C,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11NRC1A,HyphaeWeight,0.107,ProcessLitterbags,g,Steve Allison
11NRC1C,HyphaeWeight,0.12,ProcessLitterbags,g,Steve Allison
11NRC2A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11NRC2C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11NRC3A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11NRC3C,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11OLA1A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11OLA1B,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11OLA2A,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
11OLA2B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11OLA3A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11OLA3B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11OLB1A,HyphaeWeight,0.11,ProcessLitterbags,g,Steve Allison
11OLB1B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11OLB2A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11OLB2B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11OLB3A,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11OLB3B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11ORA1A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11ORA1B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11ORA1C,HyphaeWeight,0.105,ProcessLitterbags,g,Steve Allison
11ORA2A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11ORA2B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11ORA2C,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
11ORA3A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11ORA3B,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11ORA3C,HyphaeWeight,0.105,ProcessLitterbags,g,Steve Allison
11ORB1A,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11ORB1B,HyphaeWeight,0.106,ProcessLitterbags,g,Steve Allison
11ORB2A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11ORB2B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11ORB3A,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11ORB3B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11ORC1A,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11ORC1C,HyphaeWeight,0.107,ProcessLitterbags,g,Steve Allison
11ORC2A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11ORC2C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11ORC3A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11ORC3C,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11QLA1A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11QLA1B,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11QLA2A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11QLA2B,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11QLA3A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11QLA3B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11QLB1A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11QLB1B,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11QLB2A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11QLB2B,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11QLB3A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11QLB3B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11QRA1A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11QRA1B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11QRA1C,HyphaeWeight,0.108,ProcessLitterbags,g,Steve Allison
11QRA2A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11QRA2B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11QRA2C,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11QRA3A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11QRA3B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11QRA3C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11QRB1A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11QRB1B,HyphaeWeight,0.108,ProcessLitterbags,g,Steve Allison
11QRB2A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11QRB2B,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
11QRB3A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11QRB3B,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11QRC1A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11QRC1C,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11QRC2A,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11QRC2C,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11QRC3A,HyphaeWeight,0.098,ProcessLitterbags,g,Steve Allison
11QRC3C,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11RLA1A,HyphaeWeight,0.107,ProcessLitterbags,g,Steve Allison
11RLA1B,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11RLA1C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11RLA2A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11RLA2B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11RLA2C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11RLA3A,HyphaeWeight,0.105,ProcessLitterbags,g,Steve Allison
11RLA3B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11RLA3C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11RLB1A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11RLB1B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11RLB2A,HyphaeWeight,0.106,ProcessLitterbags,g,Steve Allison
11RLB2B,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11RLB3A,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11RLB3B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11RLC1A,HyphaeWeight,0.105,ProcessLitterbags,g,Steve Allison
11RLC1C,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11RLC2A,HyphaeWeight,0.105,ProcessLitterbags,g,Steve Allison
11RLC2C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11RLC3A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11RLC3C,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11RRA1A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11RRA1B,HyphaeWeight,0.106,ProcessLitterbags,g,Steve Allison
11RRA2A,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
11RRA2B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11RRA3A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11RRA3B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11RRB1A,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11RRB1B,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11RRB2A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11RRB2B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11RRB3A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11RRB3B,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11SLA1A,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11SLA1C,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11SLA2A,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
11SLA2C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11SLA3A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11SLA3C,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11SLC1A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11SLC1C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11SLC2A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11SLC2C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11SLC3A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11SLC3C,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11TLA1A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11TLA1C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11TLA2A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11TLA2C,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
11TLA3A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11TLA3C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11TLC1A,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11TLC1C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11TLC2A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11TLC2C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11TLC3A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11TLC3C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11ULA1A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11ULA1B,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11ULA1C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11ULA2A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11ULA2B,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
11ULA2C,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11ULA3A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11ULA3B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11ULA3C,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11ULB1A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11ULB1B,HyphaeWeight,0.106,ProcessLitterbags,g,Steve Allison
11ULB2A,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
11ULB2B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11ULB3A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11ULB3B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11ULC1A,HyphaeWeight,0.109,ProcessLitterbags,g,Steve Allison
11ULC1C,HyphaeWeight,0.107,ProcessLitterbags,g,Steve Allison
11ULC2A,HyphaeWeight,0.106,ProcessLitterbags,g,Steve Allison
11ULC2C,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11ULC3A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11ULC3C,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11URA1A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11URA1B,HyphaeWeight,0.106,ProcessLitterbags,g,Steve Allison
11URA2A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11URA2B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
11URA3A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11URA3B,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11URB1A,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11URB1B,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
11URB2A,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
11URB2B,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
11URB3A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
11URB3B,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
12ALA1A,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
12ALA1B,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
12ALB1A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
12ALB1B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
12ARA1A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
12ARA1B,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
12ARA1C,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
12ARB1A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
12ARB1B,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
12ARC1A,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
12ARC1C,HyphaeWeight,0.104,ProcessLitterbags,g,Steve Allison
12C11,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
12C12,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
12C13,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
12C14,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
12CLA1A,HyphaeWeight,0.108,ProcessLitterbags,g,Steve Allison
12CLA1C,HyphaeWeight,0.106,ProcessLitterbags,g,Steve Allison
12CLC1A,HyphaeWeight,0.109,ProcessLitterbags,g,Steve Allison
12CLC1C,HyphaeWeight,0.107,ProcessLitterbags,g,Steve Allison
12DLA1A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
12DLA1B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
12DLA1C,HyphaeWeight,0.107,ProcessLitterbags,g,Steve Allison
12DLB1A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
12DLB1B,HyphaeWeight,0.099,ProcessLitterbags,g,Steve Allison
12DLC1A,HyphaeWeight,0.109,ProcessLitterbags,g,Steve Allison
12DLC1C,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
12DRA1A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
12DRA1B,HyphaeWeight,0.106,ProcessLitterbags,g,Steve Allison
12DRB1A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
12DRB1B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
12ERA1A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
12ERA1C,HyphaeWeight,0.107,ProcessLitterbags,g,Steve Allison
12ERC1A,HyphaeWeight,0.107,ProcessLitterbags,g,Steve Allison
12ERC1C,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
12GLA1A,HyphaeWeight,0.108,ProcessLitterbags,g,Steve Allison
12GLA1C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
12GLC1A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
12GLC1C,HyphaeWeight,0.107,ProcessLitterbags,g,Steve Allison
12HLA1A,HyphaeWeight,0.102,ProcessLitterbags,g,Steve Allison
12HLA1B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
12HLA1C,HyphaeWeight,0.109,ProcessLitterbags,g,Steve Allison
12HLB1A,HyphaeWeight,0.108,ProcessLitterbags,g,Steve Allison
12HLB1B,HyphaeWeight,0.106,ProcessLitterbags,g,Steve Allison
12HLC1A,HyphaeWeight,0.108,ProcessLitterbags,g,Steve Allison
12HLC1C,HyphaeWeight,0.109,ProcessLitterbags,g,Steve Allison
12HRA1A,HyphaeWeight,0.103,ProcessLitterbags,g,Steve Allison
12HRA1B,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
12HRB1A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
12HRB1B,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
12JRA1A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
12JRA1C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
12JRC1A,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
12JRC1C,HyphaeWeight,0.101,ProcessLitterbags,g,Steve Allison
12KLA1A,HyphaeWeight,0.1,ProcessLitterbags,g,Steve Allison
